CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	curies_goldstandard	invalid_ids_goldstandard
100020487	400	62309	219289	Amino Acid	Polyamine Metabolism	555	NAMED	YGIAGXACEXFIDU-UHFFFAOYSA-N	O=C(C)NCCCNCCCC(O)=O	N-acetyl-isoputreanine	N-acetyl-isoputreanine						HMDB0094713		131802901	Pos Early	['HMDB:HMDB0094713', 'PUBCHEM.COMPOUND:131802901', 'INCHIKEY:YGIAGXACEXFIDU-UHFFFAOYSA-N', 'SMILES:O=C(C)NCCCNCCCC(O)=O']	{}
100020488	400	62310	219290	Xenobiotics	Chemical	6472	NAMED	QSPWUNSFUXUUDG-UHFFFAOYSA-N	OC(C(C)CSCC(N)C(O)=O)=O	3-S-cysteinyl-2-methylpropanoate*	3-S-cysteinyl-2-methylpropanoate*					13664198	HMDB0030411			Pos Early	['INCHIKEY:QSPWUNSFUXUUDG-UHFFFAOYSA-N', 'SMILES:OC(C(C)CSCC(N)C(O)=O)=O', 'HMDB:HMDB0030411']	{}
100020511	209	63253	222128	Amino Acid	Tryptophan Metabolism	332	NAMED	XVOLHSHNRIWYEW-UHFFFAOYSA-N	OC(C1OC(OC2=CC=C3C(C=CN3)=C2)C(O)C(O)C1O)=O	5-hydroxyindole glucuronide	5-hydroxyindole glucuronide									Neg	['INCHIKEY:XVOLHSHNRIWYEW-UHFFFAOYSA-N', 'SMILES:OC(C1OC(OC2=CC=C3C(C=CN3)=C2)C(O)C(O)C1O)=O']	{}
100020514	400	62711	220227	Xenobiotics	Food Component/Plant	5294	NAMED	STZOUWQDQRPMBI-ZETCQYMHSA-N	O=C(NCC)CC[C@@H](C(O)=O)NC(C)=O	N-acetyltheanine	N-acetyltheanine									Pos Early	['INCHIKEY:STZOUWQDQRPMBI-ZETCQYMHSA-N', 'SMILES:O=C(NCC)CC[C@@H](C(O)=O)NC(C)=O']	{}
100020515	209	62520	219835	Xenobiotics	Chemical	6406	NAMED	HXEZIDSFDHEIIQ-UHFFFAOYSA-N	O=S(OC1=CC=C(C=CC=C2)C2=C1)(O)=O	2-naphthol sulfate	2-naphthol sulfate					67020	HMDB0242152		74428	Neg	['INCHIKEY:HXEZIDSFDHEIIQ-UHFFFAOYSA-N', 'HMDB:HMDB0242152', 'PUBCHEM.COMPOUND:74428', 'SMILES:O=S(OC1=CC=C(C=CC=C2)C2=C1)(O)=O']	{}
100020519	209	62533	219867	Xenobiotics	Food Component/Plant	5421	NAMED	CLCCTVXAPVYLKM-UHFFFAOYSA-N	CC1=CC=C(C)C(OS(=O)(O)=O)=C1	(2,4 or 2,5)-dimethylphenol sulfate	(2,4 or 2,5)-dimethylphenol sulfate									Neg	['SMILES:CC1=CC=C(C)C(OS(=O)(O)=O)=C1', 'INCHIKEY:CLCCTVXAPVYLKM-UHFFFAOYSA-N']	{}
100020536	209	63072	221702	Xenobiotics	Benzoate Metabolism	4721	NAMED	KHZCNGJFSKSSIJ-UHFFFAOYSA-N	OC1=CC=C(CC)C=C1OS(=O)(O)=O	4-ethylcatechol sulfate	4-ethylcatechol sulfate									Neg	['SMILES:OC1=CC=C(CC)C=C1OS(=O)(O)=O', 'INCHIKEY:KHZCNGJFSKSSIJ-UHFFFAOYSA-N']	{}
100020541	209	63251	222126	Lipid	Androgenic Steroids	3470	NAMED	BRPLOVMHAFXVOQ-HXVIYJDASA-N	C[C@]12CC[C@@H](OC3C(O)C(O)C(O)C(C(O)=O)O3)C[C@]1([H])CC[C@]4([H])[C@]2([H])[C@@H](O)C[C@@]5(C)[C@@]4([H])CCC5=O	11beta-hydroxyandrosterone glucuronide	11beta-hydroxyandrosterone glucuronide						HMDB0010351			Neg	['HMDB:HMDB0010351', 'INCHIKEY:BRPLOVMHAFXVOQ-HXVIYJDASA-N', 'SMILES:C[C@]12CC[C@@H](OC3C(O)C(O)C(O)C(C(O)=O)O3)C[C@]1([H])CC[C@]4([H])[C@]2([H])[C@@H](O)C[C@@]5(C)[C@@]4([H])CCC5=O']	{}
100020542	209	64418	237607	Lipid	Androgenic Steroids	3426	NAMED	BRPLOVMHAFXVOQ-KXVRARTKSA-N	O[C@@H]1[C@@]2([H])[C@](CCC3[C@]2(C)CC[C@H](O[C@@H]4O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]4O)C3)([H])[C@@]5([H])[C@](C(CC5)=O)(C)C1	11beta-hydroxyetiocholanolone glucuronide*	11beta-hydroxyetiocholanolone glucuronide*				17181-15-6					Neg	['SMILES:O[C@@H]1[C@@]2([H])[C@](CCC3[C@]2(C)CC[C@H](O[C@@H]4O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]4O)C3)([H])[C@@]5([H])[C@](C(CC5)=O)(C)C1', 'INCHIKEY:BRPLOVMHAFXVOQ-KXVRARTKSA-N', 'CAS:17181-15-6']	{}
100020545	400	63254	222161	Amino Acid	Lysine Metabolism	113	NAMED	UNPVIYLDJYPILW-VIFPVBQESA-N	OC([C@@H](NC(C)=O)CCCCN(C)C)=O	N2-acetyl,N6,N6-dimethyllysine	N2-acetyl,N6,N6-dimethyllysine									Pos Early	['INCHIKEY:UNPVIYLDJYPILW-VIFPVBQESA-N', 'SMILES:OC([C@@H](NC(C)=O)CCCCN(C)C)=O']	{}
100020546	400	62954	220835	Amino Acid	Lysine Metabolism	112	NAMED	MKWKYAGEJHBUOX-QMMMGPOBSA-N	OC([C@@H](NC(C)=O)CCCCNC)=O	N2-acetyl,N6-methyllysine	N2-acetyl,N6-methyllysine						HMDB0242186			Pos Early	['SMILES:OC([C@@H](NC(C)=O)CCCCNC)=O', 'INCHIKEY:MKWKYAGEJHBUOX-QMMMGPOBSA-N', 'HMDB:HMDB0242186']	{}
100020549	209	62571	219957	Lipid	Primary Bile Acid Metabolism	3540	NAMED	RBLDVEUUCHVWMW-LFKDYQRZSA-N	O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](OC5C(O)C(O)C(O)C(C(O)=O)O5)CC4C1	cholic acid glucuronide	cholic acid glucuronide						HMDB0002577		21252309	Neg	['INCHIKEY:RBLDVEUUCHVWMW-LFKDYQRZSA-N', 'HMDB:HMDB0002577', 'PUBCHEM.COMPOUND:21252309', 'SMILES:O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](OC5C(O)C(O)C(O)C(C(O)=O)O5)CC4C1']	{}
100020550	209	63610	222934	Lipid	Secondary Bile Acid Metabolism	3555	NAMED		O[C@H]1C[C@]2([H])[C@@]3(C)CC[C@@H](OC4C(O)C(O)C(O)C(C(O)=O)O4)CC3CC[C@@]2([H])[C@]5([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]15C	deoxycholic acid glucuronide	deoxycholic acid glucuronide						HMDB0002596			Neg	['HMDB:HMDB0002596', 'SMILES:O[C@H]1C[C@]2([H])[C@@]3(C)CC[C@@H](OC4C(O)C(O)C(O)C(C(O)=O)O4)CC3CC[C@@]2([H])[C@]5([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]15C']	{}
100020578	209	63597	222898	Xenobiotics	Benzoate Metabolism	4723	NAMED	USWXDXYEVISELK-UHFFFAOYSA-N	OS(OC1=CC=C(CC=C)C=C1O)(=O)=O	4-allylcatechol sulfate	4-allylcatechol sulfate						HMDB0304934			Neg	['SMILES:OS(OC1=CC=C(CC=C)C=C1O)(=O)=O', 'HMDB:HMDB0304934', 'INCHIKEY:USWXDXYEVISELK-UHFFFAOYSA-N']	{}
100020591	400	63236	222109	Xenobiotics	Chemical	6453	NAMED	IOLHQSZMUUGACW-UHFFFAOYSA-N	OC(C1OC(OC2=CC=CN=C2)C(O)C(O)C1O)=O	3-hydroxypyridine glucuronide	3-hydroxypyridine glucuronide									Pos Early	['SMILES:OC(C1OC(OC2=CC=CN=C2)C(O)C(O)C1O)=O', 'INCHIKEY:IOLHQSZMUUGACW-UHFFFAOYSA-N']	{}
100020610	209	62732	220255	Xenobiotics	Drug - Antibiotic	5731	NAMED	ZPFYUMPBKRRSTR-UHFFFAOYSA-N	ClC1=CC(Cl)=CC=C1OC2=C(OS(O)(=O)=O)C=C(Cl)C=C2	triclosan sulfate	triclosan sulfate					30778644	HMDB0061387		67606152	Neg	['SMILES:ClC1=CC(Cl)=CC=C1OC2=C(OS(O)(=O)=O)C=C(Cl)C=C2', 'INCHIKEY:ZPFYUMPBKRRSTR-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:67606152', 'HMDB:HMDB0061387']	{}
100020631	209	62735	220261	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	1830	NAMED	VCZLDSLBUPQMCV-UHFFFAOYSA-N	CCC(C)CCC(NC(CCC(N)=O)C(O)=O)=O	4-methylhexanoylglutamine	4-methylhexanoylglutamine									Neg	['SMILES:CCC(C)CCC(NC(CCC(N)=O)C(O)=O)=O', 'INCHIKEY:VCZLDSLBUPQMCV-UHFFFAOYSA-N']	{}
100020790	402	62477	219743	Xenobiotics	Drug - Psychoactive	6101	NAMED	PTJADDMMFYXMMG-UHFFFAOYSA-N	FC1=CC=C(C=C1)C2(CCCNC)OCC3=C2C=CC(C#N)=C3	desmethylcitalopram*	desmethylcitalopram*					142424	HMDB0014021	C16608	162180	Pos Late	['HMDB:HMDB0014021', 'INCHIKEY:PTJADDMMFYXMMG-UHFFFAOYSA-N', 'KEGG.COMPOUND:C16608', 'SMILES:FC1=CC=C(C=C1)C2(CCCNC)OCC3=C2C=CC(C#N)=C3', 'PUBCHEM.COMPOUND:162180']	{}
100020792	402	62476	219742	Xenobiotics	Drug - Psychoactive	6099	NAMED	DIOGFDCEWUUSBQ-UHFFFAOYSA-N	FC1=CC=C(C=C1)C2(CCC[N+](C)(C)[O-])OCC3=C2C=CC(C#N)=C3	citalopram N-oxide*	citalopram N-oxide*					8243682	HMDB0060654	C16607	10068142	Pos Late	['INCHIKEY:DIOGFDCEWUUSBQ-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:10068142', 'KEGG.COMPOUND:C16607', 'SMILES:FC1=CC=C(C=C1)C2(CCC[N+](C)(C)[O-])OCC3=C2C=CC(C#N)=C3', 'HMDB:HMDB0060654']	{}
100020793	209	62479	219745	Xenobiotics	Drug - Psychoactive	6100	NAMED	JSYNRZJODZWUKX-UHFFFAOYSA-N	FC1=CC=C(C=C1)C2(CCC(O)=O)OCC3=C2C=CC(C#N)=C3	citalopram propionate*	citalopram propionate*					8578612	HMDB0060463	C16610	10403174	Neg	['PUBCHEM.COMPOUND:10403174', 'SMILES:FC1=CC=C(C=C1)C2(CCC(O)=O)OCC3=C2C=CC(C#N)=C3', 'HMDB:HMDB0060463', 'KEGG.COMPOUND:C16610', 'INCHIKEY:JSYNRZJODZWUKX-UHFFFAOYSA-N']	{}
100020819	209	63731	223256	Lipid	Secondary Bile Acid Metabolism	3588	NAMED		[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])C[C@H](O)[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(NCC(O)=O)=O)[C@@]4(C)CC2	glycoursodeoxycholic acid sulfate (1)	glycoursodeoxycholic acid sulfate (1)									Neg	['SMILES:[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])C[C@H](O)[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(NCC(O)=O)=O)[C@@]4(C)CC2']	{}
100020822	305	62524	219858	Xenobiotics	Food Component/Plant	5052	NAMED	WEPNMLSXEATIJK-UHFFFAOYSA-N	OC1=CC(CCC(O)=O)=CC=C1OS(O)(=O)=O	dihydrocaffeate sulfate (2)	dihydrocaffeate sulfate (2)									Polar	['INCHIKEY:WEPNMLSXEATIJK-UHFFFAOYSA-N', 'SMILES:OC1=CC(CCC(O)=O)=CC=C1OS(O)(=O)=O']	{}
100020823	209	62526	219859	Lipid	Secondary Bile Acid Metabolism	3568	NAMED	AXDXVEYHEODSPN-HVATVPOCSA-N	[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])CC[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(O)=O)[C@@]4(C)CC2	lithocholate sulfate (1)	lithocholate sulfate (1)						HMDB0000907		451489	Neg	['INCHIKEY:AXDXVEYHEODSPN-HVATVPOCSA-N', 'HMDB:HMDB0000907', 'PUBCHEM.COMPOUND:451489', 'SMILES:[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])CC[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(O)=O)[C@@]4(C)CC2']	{}
100020825	400	62557	219908	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1967	NAMED		C[N+](C)(C)CC(OC(CC(O)CCC)=O)CC([O-])=O	3-hydroxyhexanoylcarnitine (1)	3-hydroxyhexanoylcarnitine (1)									Pos Early	['SMILES:C[N+](C)(C)CC(OC(CC(O)CCC)=O)CC([O-])=O']	{}
100020833	209	63120	221782	Amino Acid	Leucine, Isoleucine and Valine Metabolism	356	NAMED	GPPUPQFYDYLTIY-UHFFFAOYSA-N	CCCCCCC(C(O)=O)=O	2-ketocaprylate	2-ketocaprylate				328-51-8	60921	HMDB0013211		67600	Neg	['CAS:328-51-8', 'HMDB:HMDB0013211', 'INCHIKEY:GPPUPQFYDYLTIY-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:67600', 'SMILES:CCCCCCC(C(O)=O)=O']	{}
100020837	209	63042	221621	Xenobiotics	Drug - Topical Agents	6191	NAMED	AKEUNCKRJATALU-UHFFFAOYSA-N	OC(C1=C(O)C=CC=C1O)=O	2,6-dihydroxybenzoic acid	2,6-dihydroxybenzoic acid				0303-07-01	8974	HMDB0013676		9338	Neg	['PUBCHEM.COMPOUND:9338', 'HMDB:HMDB0013676', 'INCHIKEY:AKEUNCKRJATALU-UHFFFAOYSA-N', 'SMILES:OC(C1=C(O)C=CC=C1O)=O', 'CAS:303-07-1']	{}
100020842	400	62819	220461	Amino Acid	Lysine Metabolism	140	NAMED	UYZSNVLEDLCWGU-UHFFFAOYSA-N	CN(C)CCCCC(O)=O	N,N-dimethyl-5-aminovalerate	N,N-dimethyl-5-aminovalerate									Pos Early	['SMILES:CN(C)CCCCC(O)=O', 'INCHIKEY:UYZSNVLEDLCWGU-UHFFFAOYSA-N']	{}
100020851	209	62796	220411	Xenobiotics	Food Component/Plant	5115	NAMED	NUPWKYZXNXCOHY-UHFFFAOYSA-N	CCC1=C(OS(=O)(O)=O)C(O)=CC=C1	3-ethylcatechol sulfate (1)	3-ethylcatechol sulfate (1)									Neg	['INCHIKEY:NUPWKYZXNXCOHY-UHFFFAOYSA-N', 'SMILES:CCC1=C(OS(=O)(O)=O)C(O)=CC=C1']	{}
100020852	209	62797	220412	Xenobiotics	Food Component/Plant	5116	NAMED	NUPWKYZXNXCOHY-UHFFFAOYSA-N	CCC1=C(OS(=O)(O)=O)C(O)=CC=C1	3-ethylcatechol sulfate (2)	3-ethylcatechol sulfate (2)									Neg	['INCHIKEY:NUPWKYZXNXCOHY-UHFFFAOYSA-N', 'SMILES:CCC1=C(OS(=O)(O)=O)C(O)=CC=C1']	{}
100020853	209	62798	220413	Xenobiotics	Food Component/Plant	5030	NAMED	RRWBOGSYNDIRNR-UHFFFAOYSA-N	OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O	4-acetylcatechol sulfate (1)	4-acetylcatechol sulfate (1)									Neg	['SMILES:OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O', 'INCHIKEY:RRWBOGSYNDIRNR-UHFFFAOYSA-N']	{}
100020854	209	62799	220414	Xenobiotics	Food Component/Plant	5031	NAMED	RRWBOGSYNDIRNR-UHFFFAOYSA-N	OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O	4-acetylcatechol sulfate (2)	4-acetylcatechol sulfate (2)									Neg	['SMILES:OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O', 'INCHIKEY:RRWBOGSYNDIRNR-UHFFFAOYSA-N']	{}
100020859	209	63118	221780	Lipid	Secondary Bile Acid Metabolism	3567	NAMED	CVNYHSDFZXHMMJ-VPUMZWJWSA-N	O=C1[C@@]([C@]([C@H](C)CCC(O)=O)([H])CC2)(C)[C@]2([H])[C@@]3([H])[C@@](C1)([H])[C@](CC[C@H]4O)(C)[C@](C4)([H])CC3	12-ketolithocholate	12-ketolithocholate				5130-29-0	2338365	HMDB0000328		3080612	Neg	['CAS:5130-29-0', 'HMDB:HMDB0000328', 'INCHIKEY:CVNYHSDFZXHMMJ-VPUMZWJWSA-N', 'PUBCHEM.COMPOUND:3080612', 'SMILES:O=C1[C@@]([C@]([C@H](C)CCC(O)=O)([H])CC2)(C)[C@]2([H])[C@@]3([H])[C@@](C1)([H])[C@](CC[C@H]4O)(C)[C@](C4)([H])CC3']	{}
100020885	209	64110	235225	Xenobiotics	Drug - Metabolic	5987	NAMED	WIGIZIANZCJQQY-RUCARUNLSA-N	CCC1=C(C)CN(C(NCCc2ccc(S(=O)(NC(N[C@H]3CC[C@H](C)CC3)=O)=O)cc2)=O)C1=O	glimepiride	glimepiride				93479-97-1	16740595	HMDB0014367	C07669	3476	Neg	['INCHIKEY:WIGIZIANZCJQQY-RUCARUNLSA-N', 'PUBCHEM.COMPOUND:3476', 'KEGG.COMPOUND:C07669', 'HMDB:HMDB0014367', 'CAS:93479-97-1', 'SMILES:CCC1=C(C)CN(C(NCCc2ccc(S(=O)(NC(N[C@H]3CC[C@H](C)CC3)=O)=O)cc2)=O)C1=O']	{}
100020893	209	62805	220431	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	457	NAMED	XMZBEAXQGSBWLG-NSCUHMNNSA-N	OC(C(O)=O)C(O)/C=C/SC	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*						HMDB0240388			Neg	['HMDB:HMDB0240388', 'INCHIKEY:XMZBEAXQGSBWLG-NSCUHMNNSA-N', 'SMILES:OC(C(O)=O)C(O)/C=C/SC']	{}
100020908	209	62813	220443	Peptide	Fibrinogen Cleavage Peptide	1220	NAMED	CCYANGYMJWBLQM-UHFFFAOYSA-N	OC(C(C)NC(C(CO)NC(C(CC1=CC=CC=C1)NC(C(CC2=CC=CC=C2)NC(CNC(C(CCC(O)=O)NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(C(C)C)NC(CNC(C(CC3)NC3=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O	fibrinopeptide B (1-13)**	fibrinopeptide B (1-13)**									Neg	['INCHIKEY:CCYANGYMJWBLQM-UHFFFAOYSA-N', 'SMILES:OC(C(C)NC(C(CO)NC(C(CC1=CC=CC=C1)NC(C(CC2=CC=CC=C2)NC(CNC(C(CCC(O)=O)NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(C(C)C)NC(CNC(C(CC3)NC3=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O']	{}
100020909	402	64102	234975	Xenobiotics	Drug - Cardiovascular	5925	NAMED	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCc1n(Cc2ccc(c3c(c4nnn[nH]4)cccc3)cc2)c(CO)c(Cl)n1	losartan	losartan				114798-26-4		HMDB0014816	C07072,D08146	3961	Pos Late	['KEGG.COMPOUND:C07072', 'PUBCHEM.COMPOUND:3961', 'CAS:114798-26-4', 'INCHIKEY:PSIFNNKUMBGKDQ-UHFFFAOYSA-N', 'KEGG.DRUG:D08146', 'SMILES:CCCCc1n(Cc2ccc(c3c(c4nnn[nH]4)cccc3)cc2)c(CO)c(Cl)n1', 'HMDB:HMDB0014816']	{}
100020973	209	63230	222087	Xenobiotics	Chemical	6482	NAMED	UAQAOMYUJQVGMD-UHFFFAOYSA-N	CC1=NC=C(OS(=O)(O)=O)C=C1	5-hydroxy-2-methylpyridine sulfate	5-hydroxy-2-methylpyridine sulfate									Neg	['SMILES:CC1=NC=C(OS(=O)(O)=O)C=C1', 'INCHIKEY:UAQAOMYUJQVGMD-UHFFFAOYSA-N']	{}
100020975	209	63227	222084	Xenobiotics	Chemical	6484	NAMED	GOXQGRHDLROYBT-UHFFFAOYSA-N	CC1=NC=CC=C1OS(=O)(O)=O	3-hydroxy-2-methylpyridine sulfate	3-hydroxy-2-methylpyridine sulfate									Neg	['SMILES:CC1=NC=CC=C1OS(=O)(O)=O', 'INCHIKEY:GOXQGRHDLROYBT-UHFFFAOYSA-N']	{}
100021065	209	63048	221638	Xenobiotics	Bacterial/Fungal	5521	NAMED	IJKRDVKGCQRKBI-UHFFFAOYSA-N	CCCCCCC1CC1CCCCCCCCCC(O)=O	lactobacillic acid	lactobacillic acid				503-06-0	9988			656761	Neg	['PUBCHEM.COMPOUND:656761', 'INCHIKEY:IJKRDVKGCQRKBI-UHFFFAOYSA-N', 'CAS:503-06-0', 'SMILES:CCCCCCC1CC1CCCCCCCCCC(O)=O']	{}
100021093	209	62890	220741	Lipid	Secondary Bile Acid Metabolism	3612	NAMED	IJHJZQKOSUFQCX-WZJRQFJBSA-N	[H][C@@](CCC(NCCS(O)(=O)=O)=O)([C@]1(CC[C@]2([C@@]3([C@@H](C[C@@]4(C[C@H](S(O)(=O)=O)CC[C@@]4([C@]3(C[C@H]([C@]12C)O)[H])C)[H])O)[H])[H])[H])C	taurochenodeoxycholic acid 3-sulfate	taurochenodeoxycholic acid 3-sulfate					24850141	HMDB0002486		52931550	Neg	['HMDB:HMDB0002486', 'PUBCHEM.COMPOUND:52931550', 'INCHIKEY:IJHJZQKOSUFQCX-WZJRQFJBSA-N', 'SMILES:[H][C@@](CCC(NCCS(O)(=O)=O)=O)([C@]1(CC[C@]2([C@@]3([C@@H](C[C@@]4(C[C@H](S(O)(=O)=O)CC[C@@]4([C@]3(C[C@H]([C@]12C)O)[H])C)[H])O)[H])[H])[H])C']	{}
100021100	209	62918	220774	Lipid	Fatty Acid, Dicarboxylate	1740	NAMED	MUFSRLVOUKHPIZ-OVYZBVKCSA-N	O=C(O)CCC/C=C\C/C=C\CCCCC(O)=O	tetradecadienedioate (C14:2-DC)*	tetradecadienedioate (C14:2-DC)*								86018718	Neg	['SMILES:O=C(O)CCC/C=C\\C/C=C\\CCCCC(O)=O', 'INCHIKEY:MUFSRLVOUKHPIZ-OVYZBVKCSA-N', 'PUBCHEM.COMPOUND:86018718']	{}
100021103	209	62922	220778	Lipid	Pregnenolone Steroids	3330	NAMED	HIYOTPJZDPVBTL-HXOPQMAFSA-N	O[C@H]1C2=C[C@@H](OS(=O)(O)=O)CC[C@]2(C)C3CC[C@@]4(C)C(CCC4[C@H](O)C)C3C1	pregnenetriol sulfate*	pregnenetriol sulfate*								129671303	Neg	['PUBCHEM.COMPOUND:129671303', 'INCHIKEY:HIYOTPJZDPVBTL-HXOPQMAFSA-N', 'SMILES:O[C@H]1C2=C[C@@H](OS(=O)(O)=O)CC[C@]2(C)C3CC[C@@]4(C)C(CCC4[C@H](O)C)C3C1']	{}
100021104	209	62921	220777	Lipid	Pregnenolone Steroids	3331	NAMED	KANYWSIUKWPEOE-HXOPQMAFSA-N	C[C@]12CC[C@H](OS(=O)(O)=O)C=C1[C@H](OS(=O)(O)=O)CC3C2CC[C@@]4(C)C3CCC4[C@H](O)C	pregnenetriol disulfate*	pregnenetriol disulfate*									Neg	['INCHIKEY:KANYWSIUKWPEOE-HXOPQMAFSA-N', 'SMILES:C[C@]12CC[C@H](OS(=O)(O)=O)C=C1[C@H](OS(=O)(O)=O)CC3C2CC[C@@]4(C)C3CCC4[C@H](O)C']	{}
100021105	209	62923	220779	Lipid	Fatty Acid, Dicarboxylate	1749	NAMED	NZLFRLCYQVOISV-IWQZZHSRSA-N	OC(CCCCCCCCC/C=C\CCCCCCCC(O)=O)=O	eicosenedioate (C20:1-DC)*	eicosenedioate (C20:1-DC)*									Neg	['INCHIKEY:NZLFRLCYQVOISV-IWQZZHSRSA-N', 'SMILES:OC(CCCCCCCCC/C=C\\CCCCCCCC(O)=O)=O']	{}
100021123	400	62959	220848	Amino Acid	Lysine Metabolism	120	NAMED		[O-]C([C@@H](N)C(O)CCC[N+](C)(C)C)=O	hydroxy-N6,N6,N6-trimethyllysine*	hydroxy-N6,N6,N6-trimethyllysine*						HMDB0001422			Pos Early	['HMDB:HMDB0001422', 'SMILES:[O-]C([C@@H](N)C(O)CCC[N+](C)(C)C)=O']	{}
100021131	402	63613	222938	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1927	NAMED		C=CCCCCCCCCC(OC(CC([O-])=O)C[N+](C)(C)C)=O	undecenoylcarnitine (C11:1)	undecenoylcarnitine (C11:1)				792164-86-4		HMDB0241164			Pos Late	['SMILES:C=CCCCCCCCCC(OC(CC([O-])=O)C[N+](C)(C)C)=O', 'CAS:792164-86-4', 'HMDB:HMDB0241164']	{}
100021136	402	63361	222432	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1925	NAMED	YMJNFVUJNDWLND-ZHACJKMWSA-N	O=C(C/C([H])=C(CCCCCC)\[H])OC(CC([O-])=O)C[N+](C)(C)C	3-decenoylcarnitine	3-decenoylcarnitine						HMDB0241067			Pos Late	['HMDB:HMDB0241067', 'INCHIKEY:YMJNFVUJNDWLND-ZHACJKMWSA-N', 'SMILES:O=C(C/C([H])=C(CCCCCC)\\[H])OC(CC([O-])=O)C[N+](C)(C)C']	{}
100021141	402	63358	222426	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1973	NAMED	VCRSQDIROUELAR-UHFFFAOYSA-N	OC(CCCCCCC)CC(OC(CC([O-])=O)C[N+](C)(C)C)=O	3-hydroxydecanoylcarnitine	3-hydroxydecanoylcarnitine					59664325	HMDB0061636		121454166	Pos Late	['INCHIKEY:VCRSQDIROUELAR-UHFFFAOYSA-N', 'SMILES:OC(CCCCCCC)CC(OC(CC([O-])=O)C[N+](C)(C)C)=O', 'HMDB:HMDB0061636', 'PUBCHEM.COMPOUND:121454166']	{}
100021162	402	62984	221101	Lipid	Ceramide PEs	3199	NAMED	JTVNQMOIYKXJKF-WSYRTZMQSA-N	CCCCCCCCCCCCC/C=C/[C@@]([H])(O)[C@@]([H])(NC(CCCCCCCCCCCCCCC)=O)COP(O)(OCCN)=O	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	CerPE 34:1;O2	CerPE 18:1;O2_16:0	CerPE 18:1;O2/16:0						Pos Late	['INCHIKEY:JTVNQMOIYKXJKF-WSYRTZMQSA-N', 'SMILES:CCCCCCCCCCCCC/C=C/[C@@]([H])(O)[C@@]([H])(NC(CCCCCCCCCCCCCCC)=O)COP(O)(OCCN)=O']	{}
